Time,Team,Cap,Cap Number,Player Name,Action,Action Detail,Score,teams_in_game
--:--,UCI (M),5,Jake Liechty,Assist,,,,UCI (M) UCLA (M)
--:--,UCI (M),3,Samuel Otta,Assist,,,,UCI (M) UCLA (M)
--:--,UCI (M),3,Samuel Otta,Assist,,,,UCI (M) UCLA (M)
--:--,UCLA (M),20,Hayden Nightingale,Missed Shot,,,,UCI (M) UCLA (M)
--:--,UCLA (M),13,Ben Liechty,Missed Shot,,,,UCI (M) UCLA (M)
--:--,UCLA (M),12,Wade Sherlock,Missed Shot,,,,UCI (M) UCLA (M)
--:--,UCLA (M),22,Makoto Kenney,Missed Shot,,,,UCI (M) UCLA (M)
--:--,UCLA (M),7,Rafael Real Vergara,Missed Shot,,,,UCI (M) UCLA (M)
--:--,UCLA (M),22,Makoto Kenney,Assist,,,,UCI (M) UCLA (M)
--:--,UCLA (M),6,Ben Larsen,Turnover,,,,UCI (M) UCLA (M)
--:--,UCLA (M),8,Mark Laurlund,Turnover,,,,UCI (M) UCLA (M)
--:--,UCLA (M),10,Jack Larsen,Block,,,,UCI (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Block,,,,UCI (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Block,,,,UCI (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Steal,,,,UCI (M) UCLA (M)
--:--,UCLA (M),9,Gray Carson,Steal,,,,UCI (M) UCLA (M)
--:--,UCLA (M),3,Eli Liechty,Earned Exclusion,,,,UCI (M) UCLA (M)
--:--,UCLA (M),4,Marcel Szécsi,Earned Exclusion,,,,UCI (M) UCLA (M)
--:--,UCLA (M),11,Noah Rowe,Earned Exclusion,,,,UCI (M) UCLA (M)
--:--,UCI (M),10,Luka Krstic,Goal,3-4,,,UCI (M) UCLA (M)
--:--,UCLA (M),12,Wade Sherlock,Goal,3-5,,,UCI (M) UCLA (M)
--:--,UCLA (M),12,Wade Sherlock,Goal,3-6,,,UCI (M) UCLA (M)
--:--,UCI (M),11,Gage Verdegaal,Goal,4-6,,,UCI (M) UCLA (M)
--:--,UCLA (M),7,Rafael Real Vergara,Goal - 6 on 5,4-7,,,UCI (M) UCLA (M)
--:--,UCI (M),21,Wyley Dale,Goal,5-7,,,UCI (M) UCLA (M)
--:--,UCLA (M),6,Ben Larsen,Goal,5-8,,,UCI (M) UCLA (M)
--:--,UCLA (M),22,Makoto Kenney,Goal,5-9,,,UCI (M) UCLA (M)
--:--,UCI (M),21,Wyley Dale,Goal - 6 on 5,6-9,,,UCI (M) UCLA (M)
--:--,UCLA (M),12,Wade Sherlock,Goal,6-10,,,UCI (M) UCLA (M)
--:--,UCLA (M),12,Wade Sherlock,Goal,6-11,,,UCI (M) UCLA (M)
--:--,UCI (M),6,Ethan Shipman,Goal,7-11,,,UCI (M) UCLA (M)
--:--,UCLA (M),25,Giorgio Alessandria,Goal,7-12,,,UCI (M) UCLA (M)
--:--,UCI (M),12,Jack Stevens,Goal - 6 on 5,8-12,,,UCI (M) UCLA (M)
--:--,UCLA (M),13,Ben Liechty,Exclusion,,,,UCI (M) UCLA (M)
--:--,UCLA (M),9,Gray Carson,Exclusion,,,,UCI (M) UCLA (M)
--:--,UCLA (M),6,Ben Larsen,Exclusion,,,,UCI (M) UCLA (M)
--:--,UCI (M),5,Jake Liechty,Exclusion,,,,UCI (M) UCLA (M)
--:--,UCLA (M),13,Ben Liechty,Missed Shot,,,,UCI (M) UCLA (M)
--:--,UCLA (M),11,Noah Rowe,Assist,,,,UCI (M) UCLA (M)
--:--,UCLA (M),13,Ben Liechty,Assist,,,,UCI (M) UCLA (M)
--:--,UCLA (M),20,Hayden Nightingale,Assist,,,,UCI (M) UCLA (M)
--:--,UCLA (M),20,Hayden Nightingale,Assist,,,,UCI (M) UCLA (M)
--:--,UCLA (M),22,Makoto Kenney,Assist,,,,UCI (M) UCLA (M)
--:--,UCLA (M),23,Trey Doten,Exclusion,,,,UCI (M) UCLA (M)
--:--,UCLA (M),12,Wade Sherlock,Turnover,,,,UCI (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Steal,,,,UCI (M) UCLA (M)
--:--,UCLA (M),4,Marcel Szécsi,Steal,,,,UCI (M) UCLA (M)
--:--,UCLA (M),3,Eli Liechty,Earned Exclusion,,,,UCI (M) UCLA (M)
--:--,UCLA (M),13,Ben Liechty,Goal,8-13,,,UCI (M) UCLA (M)
--:--,UCLA (M),4,Marcel Szécsi,Goal,8-14,,,UCI (M) UCLA (M)
--:--,UCLA (M),7,Rafael Real Vergara,Goal,8-15,,,UCI (M) UCLA (M)
--:--,UCI (M),12,Jack Stevens,Goal - 6 on 5,9-15,,,UCI (M) UCLA (M)
--:--,UCLA (M),13,Ben Liechty,Goal,9-16,,,UCI (M) UCLA (M)
--:--,UCLA (M),23,Trey Doten,Goal - 6 on 5,9-17,,,UCI (M) UCLA (M)
--:--,UCLA (M),21,Grant Loth,Goal,9-18,,,UCI (M) UCLA (M)
--:--,UCI (M),8,Dylan Patist,Goal,10-18,,,UCI (M) UCLA (M)
--:--,UCI (M),11,Gage Verdegaal,Exclusion,,,,UCI (M) UCLA (M)
--:--,UCLA (M),6,Ben Larsen,Exclusion,,,,UCI (M) UCLA (M)
--:--,UCLA (M),20,Hayden Nightingale,Exclusion,,,,UCI (M) UCLA (M)
--:--,UCI (M),21,Wyley Dale,Exclusion,,,,UCI (M) UCLA (M)
--:--,UCLA (M),20,Hayden Nightingale,Exclusion,,,,UCI (M) UCLA (M)
--:--,UCI (M),12,Jack Stevens,Exclusion,,,,UCI (M) UCLA (M)
--:--,UCI (M),8,Dylan Patist,Exclusion,,,,UCI (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Exclusion,,,,UCI (M) UCLA (M)
--:--,UCLA (M),22,Makoto Kenney,Missed Shot,,,,UCI (M) UCLA (M)
--:--,UCLA (M),25,Giorgio Alessandria,Missed Shot,,,,UCI (M) UCLA (M)
--:--,UCLA (M),7,Rafael Real Vergara,Assist,,,,UCI (M) UCLA (M)
--:--,UCLA (M),12,Wade Sherlock,Assist,,,,UCI (M) UCLA (M)
--:--,UCLA (M),25,Giorgio Alessandria,Assist,,,,UCI (M) UCLA (M)
--:--,UCLA (M),6,Ben Larsen,Offensive,,,,UCI (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Block,,,,UCI (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Block,,,,UCI (M) UCLA (M)
--:--,UCLA (M),11,Noah Rowe,Block,,,,UCI (M) UCLA (M)
--:--,UCLA (M),12,Wade Sherlock,Block,,,,UCI (M) UCLA (M)
--:--,UCLA (M),21,Grant Loth,Steal,,,,UCI (M) UCLA (M)
--:--,UCLA (M),10,Jack Larsen,Steal,,,,UCI (M) UCLA (M)
--:--,UCLA (M),10,Jack Larsen,Steal,,,,UCI (M) UCLA (M)
--:--,UCLA (M),11,Noah Rowe,Earned Exclusion,,,,UCI (M) UCLA (M)
--:--,UCLA (M),3,Eli Liechty,Earned Exclusion,,,,UCI (M) UCLA (M)
--:--,UCLA (M),25,Giorgio Alessandria,Earned Exclusion,,,,UCI (M) UCLA (M)
--:--,UCLA (M),10,Jack Larsen,Earned Exclusion,,,,UCI (M) UCLA (M)
--:--,UCI (M),11,Gage Verdegaal,Goal - 6 on 5,11-18,,,UCI (M) UCLA (M)
--:--,UCLA (M),10,Jack Larsen,Goal,11-19,,,UCI (M) UCLA (M)
--:--,UCI (M),13,Johann Thrall,Goal,12-19,,,UCI (M) UCLA (M)
--:--,UCLA (M),3,Eli Liechty,Goal,12-20,,,UCI (M) UCLA (M)
--:--,UCI (M),18,Jasper Dale,Goal - 6 on 5,13-20,,,UCI (M) UCLA (M)
--:--,UCI (M),3,Samuel Otta,Goal,14-20,,,UCI (M) UCLA (M)
--:--,UCLA (M),21,Grant Loth,Goal,14-21,,,UCI (M) UCLA (M)
--:--,UCI (M),9,Stewart Campbell,Goal - 6 on 5,15-21,,,UCI (M) UCLA (M)
--:--,UCI (M),18,Jasper Dale,Penalty,,,,UCI (M) UCLA (M)
--:--,UCLA (M),8,Mark Laurlund,Exclusion,,,,UCI (M) UCLA (M)
--:--,UCLA (M),12,Wade Sherlock,Exclusion,,,,UCI (M) UCLA (M)
--:--,UCI (M),12,Jack Stevens,Exclusion,,,,UCI (M) UCLA (M)
--:--,UCLA (M),10,Jack Larsen,Exclusion,,,,UCI (M) UCLA (M)
--:--,UCLA (M),25,Giorgio Alessandria,Missed Shot,,,,UCI (M) UCLA (M)
--:--,UCLA (M),7,Rafael Real Vergara,Missed Shot,,,,UCI (M) UCLA (M)
--:--,UCLA (M),10,Jack Larsen,Missed Shot,,,,UCI (M) UCLA (M)
--:--,UCLA (M),9,Gray Carson,Missed Shot,,,,UCI (M) UCLA (M)
--:--,UCLA (M),13,Ben Liechty,Missed Shot,,,,UCI (M) UCLA (M)
--:--,UCLA (M),12,Wade Sherlock,Missed Shot,,,,UCI (M) UCLA (M)
--:--,UCLA (M),12,Wade Sherlock,Assist,,,,UCI (M) UCLA (M)
--:--,UCLA (M),12,Wade Sherlock,Assist,,,,UCI (M) UCLA (M)
--:--,UCLA (M),25,Giorgio Alessandria,Offensive,,,,UCI (M) UCLA (M)
--:--,UCLA (M),3,Eli Liechty,Offensive,,,,UCI (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Block,,,,UCI (M) UCLA (M)
--:--,UCLA (M),20,Hayden Nightingale,Block,,,,UCI (M) UCLA (M)
--:--,UCLA (M),20,Hayden Nightingale,Block,,,,UCI (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Steal,,,,UCI (M) UCLA (M)
--:--,UCLA (M),10,Jack Larsen,Steal,,,,UCI (M) UCLA (M)
--:--,UCLA (M),10,Jack Larsen,Steal,,,,UCI (M) UCLA (M)
--:--,UCLA (M),25,Giorgio Alessandria,Earned Exclusion,,,,UCI (M) UCLA (M)
--:--,UCLA (M),4,Marcel Szécsi,Earned Penalty,,,,UCI (M) UCLA (M)
--:--,UCI (M),1,Nolan Cary,Penalty,,,,UCI (M) UCLA (M)
--:--,California (M),2,Roberto Valera,Goal,0-1,,,California (M) UCSB (M)
--:--,California (M),7,Albert Ponferrada,Goal,0-2,,,California (M) UCSB (M)
--:--,UCSB (M),5,Dash McFarland,Goal,1-2,,,California (M) UCSB (M)
--:--,California (M),10,Max Casabella,Goal - Penalty,1-3,,,California (M) UCSB (M)
--:--,California (M),10,Max Casabella,Goal - Penalty,1-4,,,California (M) UCSB (M)
--:--,UCSB (M),8,Shane Hoover,Goal,2-4,,,California (M) UCSB (M)
--:--,California (M),24,George Avakian,Goal,2-5,,,California (M) UCSB (M)
--:--,UCSB (M),7,James Oriskovich,Goal,3-5,,,California (M) UCSB (M)
--:--,California (M),2,Roberto Valera,Assist,,,,California (M) UCSB (M)
--:--,California (M),2,Roberto Valera,Assist,,,,California (M) UCSB (M)
--:--,California (M),2,Roberto Valera,Assist,,,,California (M) UCSB (M)
--:--,California (M),2,Roberto Valera,Assist,,,,California (M) UCSB (M)
--:--,California (M),2,Roberto Valera,Assist,,,,California (M) UCSB (M)
--:--,California (M),2,Roberto Valera,Assist,,,,California (M) UCSB (M)
--:--,California (M),2,Roberto Valera,Steal,,,,California (M) UCSB (M)
--:--,California (M),2,Roberto Valera,Block,,,,California (M) UCSB (M)
--:--,California (M),2,Roberto Valera,Earned Exclusion,,,,California (M) UCSB (M)
--:--,California (M),2,Roberto Valera,Earned Exclusion,,,,California (M) UCSB (M)
--:--,California (M),4,Nikolaos Papanikolaou,Assist,,,,California (M) UCSB (M)
--:--,California (M),4,Nikolaos Papanikolaou,Assist,,,,California (M) UCSB (M)
--:--,California (M),4,Nikolaos Papanikolaou,Steal,,,,California (M) UCSB (M)
--:--,California (M),4,Nikolaos Papanikolaou,Steal,,,,California (M) UCSB (M)
--:--,California (M),4,Nikolaos Papanikolaou,Block,,,,California (M) UCSB (M)
--:--,California (M),4,Nikolaos Papanikolaou,Block,,,,California (M) UCSB (M)
--:--,California (M),4,Nikolaos Papanikolaou,Earned Exclusion,,,,California (M) UCSB (M)
--:--,California (M),4,Nikolaos Papanikolaou,Earned Exclusion,,,,California (M) UCSB (M)
--:--,California (M),4,Nikolaos Papanikolaou,Earned Exclusion,,,,California (M) UCSB (M)
--:--,California (M),4,Nikolaos Papanikolaou,Earned Exclusion,,,,California (M) UCSB (M)
--:--,California (M),6,Sam Untrecht,Assist,,,,California (M) UCSB (M)
--:--,California (M),7,Albert Ponferrada,Assist,,,,California (M) UCSB (M)
--:--,California (M),7,Albert Ponferrada,Assist,,,,California (M) UCSB (M)
--:--,California (M),7,Albert Ponferrada,Assist,,,,California (M) UCSB (M)
--:--,California (M),7,Albert Ponferrada,Steal,,,,California (M) UCSB (M)
--:--,California (M),7,Albert Ponferrada,Steal,,,,California (M) UCSB (M)
--:--,California (M),7,Albert Ponferrada,Steal,,,,California (M) UCSB (M)
--:--,California (M),7,Albert Ponferrada,Earned Exclusion,,,,California (M) UCSB (M)
--:--,California (M),7,Albert Ponferrada,Earned Exclusion,,,,California (M) UCSB (M)
--:--,California (M),8,Garrett Dunn,Steal,,,,California (M) UCSB (M)
--:--,California (M),8,Garrett Dunn,Steal,,,,California (M) UCSB (M)
--:--,California (M),8,Garrett Dunn,Block,,,,California (M) UCSB (M)
--:--,California (M),8,Garrett Dunn,Earned Exclusion,,,,California (M) UCSB (M)
--:--,California (M),9,Jake Howerton,Assist,,,,California (M) UCSB (M)
--:--,California (M),9,Jake Howerton,Steal,,,,California (M) UCSB (M)
--:--,California (M),10,Max Casabella,Steal,,,,California (M) UCSB (M)
--:--,California (M),10,Max Casabella,Steal,,,,California (M) UCSB (M)
--:--,California (M),11,Jordi Gascon,Earned Exclusion,,,,California (M) UCSB (M)
--:--,California (M),12,Marton Szatmary,Block,,,,California (M) UCSB (M)
0:01,California (M),24,George Avakian,Earned Exclusion - Penalty,,,,California (M) UCSB (M)
0:01,California (M),4,Nikolaos Papanikolaou,Earned Exclusion - Penalty,,,,California (M) UCSB (M)
0:01,California (M),4,Nikolaos Papanikolaou,Earned Exclusion - Penalty,,,,California (M) UCSB (M)
--:--,California (M),2,Roberto Valera,Missed Shot,,,,California (M) UCSB (M)
--:--,California (M),2,Roberto Valera,Missed Shot,,,,California (M) UCSB (M)
--:--,California (M),4,Nikolaos Papanikolaou,Missed Shot,,,,California (M) UCSB (M)
--:--,California (M),4,Nikolaos Papanikolaou,Missed Shot,,,,California (M) UCSB (M)
--:--,California (M),4,Nikolaos Papanikolaou,Missed Shot,,,,California (M) UCSB (M)
--:--,California (M),7,Albert Ponferrada,Missed Shot,,,,California (M) UCSB (M)
--:--,California (M),7,Albert Ponferrada,Missed Shot,,,,California (M) UCSB (M)
--:--,California (M),9,Jake Howerton,Missed Shot,,,,California (M) UCSB (M)
--:--,California (M),9,Jake Howerton,Missed Shot,,,,California (M) UCSB (M)
--:--,California (M),12,Marton Szatmary,Missed Shot,,,,California (M) UCSB (M)
--:--,California (M),16,Jake Stone,Missed Shot,,,,California (M) UCSB (M)
--:--,California (M),24,George Avakian,Missed Shot,,,,California (M) UCSB (M)
--:--,California (M),25,William Kelly,Missed Shot,,,,California (M) UCSB (M)
--:--,California (M),25,William Kelly,Missed Shot,,,,California (M) UCSB (M)
--:--,California (M),1,Adrian Weinberg,Assist,,,,California (M) UCSB (M)
--:--,California (M),1,Adrian Weinberg,Steal,,,,California (M) UCSB (M)
--:--,California (M),1,Adrian Weinberg,Block,,,,California (M) UCSB (M)
--:--,California (M),1,Adrian Weinberg,Block,,,,California (M) UCSB (M)
--:--,California (M),1,Adrian Weinberg,Block,,,,California (M) UCSB (M)
--:--,California (M),1,Adrian Weinberg,Block,,,,California (M) UCSB (M)
--:--,California (M),1,Adrian Weinberg,Block,,,,California (M) UCSB (M)
--:--,California (M),1,Adrian Weinberg,Block,,,,California (M) UCSB (M)
--:--,UCSB (M),4,Luke Redoutey,Goal,4-5,,,California (M) UCSB (M)
--:--,California (M),4,Nikolaos Papanikolaou,Goal - 6 on 5,4-6,,,California (M) UCSB (M)
--:--,UCSB (M),22,Logan Sutter,Goal - 6 on 5,5-6,,,California (M) UCSB (M)
--:--,California (M),2,Roberto Valera,Goal,5-7,,,California (M) UCSB (M)
--:--,California (M),10,Max Casabella,Goal - 6 on 5,5-8,,,California (M) UCSB (M)
--:--,California (M),7,Albert Ponferrada,Goal - 6 on 5,5-9,,,California (M) UCSB (M)
--:--,UCSB (M),21,Nathan Darby,Goal,6-9,,,California (M) UCSB (M)
--:--,California (M),15,Nik Mirkovic,Goal,6-10,,,California (M) UCSB (M)
--:--,California (M),7,Albert Ponferrada,Goal,6-11,,,California (M) UCSB (M)
--:--,California (M),2,Roberto Valera,Goal,6-12,,,California (M) UCSB (M)
--:--,UCSB (M),10,Adam Gyenis,Goal - 6 on 5,7-12,,,California (M) UCSB (M)
--:--,California (M),4,Nikolaos Papanikolaou,Goal,7-13,,,California (M) UCSB (M)
--:--,California (M),7,Albert Ponferrada,Goal,7-14,,,California (M) UCSB (M)
--:--,UCSB (M),5,Dash McFarland,Goal,8-14,,,California (M) UCSB (M)
--:--,UCSB (M),6,Colton Gregory,Goal - 6 on 5,9-14,,,California (M) UCSB (M)
--:--,California (M),10,Max Casabella,Goal - 6 on 5,9-15,,,California (M) UCSB (M)
--:--,UCSB (M),5,Dash McFarland,Goal,10-15,,,California (M) UCSB (M)
--:--,California (M),18,Carter Loth,Goal,10-16,,,California (M) UCSB (M)
8:00,California (M),1.0,Adrian Weinberg,Goalie Substitution,,,,California (M) USC (M)
--:--,USC (M),,,Sprint (winner),,,,California (M) USC (M)
--:--,California (M),7.0,Albert Ponferrada,Steal,,,,California (M) USC (M)
6:53,USC (M),9.0,Joshua Waldoch,Exclusion,,,,California (M) USC (M)
6:53,California (M),15.0,Nik Mirkovic,Earned Exclusion,,,,California (M) USC (M)
--:--,California (M),2.0,Roberto Valera,Assist,,,,California (M) USC (M)
6:35,California (M),10.0,Max Casabella,Goal - 6 on 5,1-0,,,California (M) USC (M)
--:--,USC (M),24.0,Massimo Di Martire,Missed Shot,,,,California (M) USC (M)
--:--,California (M),1.0,Adrian Weinberg,Block,,,,California (M) USC (M)
--:--,California (M),2.0,Roberto Valera,Missed Shot,,,,California (M) USC (M)
--:--,California (M),1.0,Adrian Weinberg,Steal,,,,California (M) USC (M)
5:17,USC (M),24.0,Massimo Di Martire,Exclusion,,,,California (M) USC (M)
5:17,California (M),4.0,Nikolaos Papanikolaou,Earned Exclusion,,,,California (M) USC (M)
--:--,California (M),15.0,Nik Mirkovic,Missed Shot,,,,California (M) USC (M)
--:--,USC (M),1.0,Eric Hubner,Block,,,,California (M) USC (M)
--:--,California (M),2.0,Roberto Valera,Assist,,,,California (M) USC (M)
4:48,California (M),10.0,Max Casabella,Goal - Natural,2-0,,,California (M) USC (M)
--:--,USC (M),3.0,Evan Ausmus,Assist,,,,California (M) USC (M)
4:19,USC (M),8.0,Reed Stemler,Goal - Natural,2-1,,,California (M) USC (M)
--:--,California (M),2.0,Roberto Valera,Missed Shot,,,,California (M) USC (M)
--:--,California (M),25.0,William Kelly,Steal,,,,California (M) USC (M)
3:03,California (M),7.0,Albert Ponferrada,Goal - Natural,3-1,,,California (M) USC (M)
2:49,California (M),14.0,Warren Loth,Exclusion,,,,California (M) USC (M)
2:49,USC (M),19.0,Tony Nardelli,Earned Exclusion,,,,California (M) USC (M)
--:--,USC (M),9.0,Joshua Waldoch,Missed Shot,,,,California (M) USC (M)
--:--,California (M),25.0,William Kelly,Missed Shot,,,,California (M) USC (M)
--:--,USC (M),1.0,Eric Hubner,Block,,,,California (M) USC (M)
--:--,California (M),24.0,George Avakian,Steal,,,,California (M) USC (M)
1:10,USC (M),3.0,Evan Ausmus,Exclusion,,,,California (M) USC (M)
1:10,California (M),24.0,George Avakian,Earned Exclusion,,,,California (M) USC (M)
--:--,USC (M),1.0,Eric Hubner,Exclusion,,,,California (M) USC (M)
--:--,California (M),10.0,Max Casabella,Missed Shot,,,,California (M) USC (M)
--:--,USC (M),9.0,Joshua Waldoch,Block,,,,California (M) USC (M)
0:49,California (M),10.0,Max Casabella,Goal,4-1,,,California (M) USC (M)
--:--,USC (M),6.0,Carson Kranz,Missed Shot,,,,California (M) USC (M)
--:--,USC (M),28.0,Zach Bettino,Steal,,,,California (M) USC (M)
--:--,USC (M),24.0,Massimo Di Martire,Missed Shot,,,,California (M) USC (M)
--:--,California (M),1.0,Adrian Weinberg,Block,,,,California (M) USC (M)
--:--,USC (M),12.0,Max Miller,Missed Shot,,,,California (M) USC (M)
--:--,California (M),1.0,Adrian Weinberg,Assist,,,,California (M) USC (M)
--:--,California (M),2.0,Roberto Valera,Assist,,,,California (M) USC (M)
--:--,California (M),4.0,Nikolaos Papanikolaou,Earned Exclusion,,,,California (M) USC (M)
--:--,California (M),4.0,Nikolaos Papanikolaou,Earned Exclusion,,,,California (M) USC (M)
--:--,California (M),4.0,Nikolaos Papanikolaou,Earned Exclusion,,,,California (M) USC (M)
--:--,California (M),7.0,Albert Ponferrada,Earned Exclusion,,,,California (M) USC (M)
--:--,California (M),10.0,Max Casabella,Assist,,,,California (M) USC (M)
--:--,California (M),10.0,Max Casabella,Steal,,,,California (M) USC (M)
--:--,California (M),16.0,Jake Stone,Assist,,,,California (M) USC (M)
--:--,California (M),25.0,William Kelly,Block,,,,California (M) USC (M)
--:--,USC (M),,,Sprint (winner),,,,California (M) USC (M)
--:--,USC (M),24,Massimo Di Martire,Missed Shot,,,,California (M) USC (M)
--:--,California (M),7,Albert Ponferrada,Assist,,,,California (M) USC (M)
7:14,California (M),4,Nikolaos Papanikolaou,Goal,5-1,,,California (M) USC (M)
7:05,California (M),3,Wyatt Mundelius,Exclusion,,,,California (M) USC (M)
7:05,USC (M),19,Tony Nardelli,Earned Exclusion,,,,California (M) USC (M)
6:56,California (M),7,Albert Ponferrada,Exclusion,,,,California (M) USC (M)
--:--,USC (M),23,Andrej Grgurevic,Missed Shot,,,,California (M) USC (M)
--:--,California (M),15,Nik Mirkovic,Block,,,,California (M) USC (M)
--:--,California (M),4,Nikolaos Papanikolaou,Missed Shot,,,,California (M) USC (M)
--:--,USC (M),1,Eric Hubner,Block,,,,California (M) USC (M)
6:20,California (M),14,Warren Loth,Exclusion,,,,California (M) USC (M)
6:20,USC (M),19,Tony Nardelli,Earned Exclusion,,,,California (M) USC (M)
--:--,USC (M),6,Carson Kranz,Missed Shot,,,,California (M) USC (M)
--:--,California (M),12,Marton Szatmary,Block,,,,California (M) USC (M)
5:37,California (M),2,Roberto Valera,Goal - Natural,6-1,,,California (M) USC (M)
5:37,USC (M),,,Time Out - Full,,,,California (M) USC (M)
5:25,USC (M),24,Massimo Di Martire,Goal,6-2,,,California (M) USC (M)
5:21,USC (M),7,Tom McGuire,Exclusion,,,,California (M) USC (M)
5:21,California (M),2,Roberto Valera,Earned Exclusion,,,,California (M) USC (M)
--:--,USC (M),28,Zach Bettino,Missed Shot,,,,California (M) USC (M)
--:--,California (M),1,Adrian Weinberg,Block,,,,California (M) USC (M)
--:--,USC (M),28,Zach Bettino,Steal,,,,California (M) USC (M)
4:19,California (M),12,Marton Szatmary,Exclusion,,,,California (M) USC (M)
4:19,USC (M),9,Joshua Waldoch,Earned Exclusion,,,,California (M) USC (M)
--:--,USC (M),9,Joshua Waldoch,Assist,,,,California (M) USC (M)
3:53,USC (M),5,Luka Brnetic,Goal - 6 on 5,6-3,,,California (M) USC (M)
--:--,California (M),7,Albert Ponferrada,Assist,,,,California (M) USC (M)
3:36,California (M),10,Max Casabella,Goal - Natural,7-3,,,California (M) USC (M)
--:--,California (M),25,William Kelly,Steal,,,,California (M) USC (M)
--:--,California (M),3,Wyatt Mundelius,Assist,,,,California (M) USC (M)
3:05,California (M),10,Max Casabella,Goal - Natural,8-3,,,California (M) USC (M)
3:05,USC (M),HC,Marko Pintaric,Yellow Card,,,,California (M) USC (M)
2:49,California (M),3,Wyatt Mundelius,Exclusion,,,,California (M) USC (M)
2:49,USC (M),12,Max Miller,Earned Exclusion,,,,California (M) USC (M)
--:--,USC (M),24,Massimo Di Martire,Missed Shot,,,,California (M) USC (M)
--:--,California (M),1,Adrian Weinberg,Block,,,,California (M) USC (M)
--:--,California (M),16,Jake Stone,Assist,,,,California (M) USC (M)
2:12,California (M),4,Nikolaos Papanikolaou,Goal - Natural,9-3,,,California (M) USC (M)
--:--,USC (M),4,Jake Carter,Missed Shot,,,,California (M) USC (M)
--:--,California (M),1,Adrian Weinberg,Block,,,,California (M) USC (M)
--:--,USC (M),23,Andrej Grgurevic,Missed Shot,,,,California (M) USC (M)
--:--,California (M),1,Adrian Weinberg,Block,,,,California (M) USC (M)
--:--,California (M),24,George Avakian,Steal,,,,California (M) USC (M)
--:--,USC (M),6,Carson Kranz,Missed Shot,,,,California (M) USC (M)
--:--,California (M),10,Max Casabella,Block,,,,California (M) USC (M)
0:19,USC (M),23,Andrej Grgurevic,Exclusion,,,,California (M) USC (M)
0:19,California (M),24,George Avakian,Earned Exclusion,,,,California (M) USC (M)
--:--,California (M),24,George Avakian,Missed Shot,,,,California (M) USC (M)
--:--,USC (M),1,Eric Hubner,Block,,,,California (M) USC (M)
--:--,USC (M),HC,Marko Pintaric,Yellow/Red Card,,,,California (M) USC (M)
8:00,USC (M),1.0,Bernardo Herzer,Goalie Substitution,,,,California (M) USC (M)
--:--,USC (M),,,Sprint (winner),,,,California (M) USC (M)
--:--,USC (M),7.0,Tom McGuire,Missed Shot,,,,California (M) USC (M)
--:--,California (M),1.0,Adrian Weinberg,Block,,,,California (M) USC (M)
--:--,USC (M),5.0,Luka Brnetic,Missed Shot,,,,California (M) USC (M)
--:--,California (M),7.0,Albert Ponferrada,Missed Shot,,,,California (M) USC (M)
--:--,USC (M),1.0,Bernardo Herzer,Block,,,,California (M) USC (M)
6:51,California (M),9.0,Jake Howerton,Exclusion,,,,California (M) USC (M)
6:51,USC (M),12.0,Max Miller,Earned Exclusion,,,,California (M) USC (M)
--:--,USC (M),15.0,Jack Vort,Assist,,,,California (M) USC (M)
6:32,USC (M),24.0,Massimo Di Martire,Goal - 6 on 5,9-4,,,California (M) USC (M)
--:--,California (M),10.0,Max Casabella,Missed Shot,,,,California (M) USC (M)
--:--,USC (M),5.0,Luka Brnetic,Block,,,,California (M) USC (M)
--:--,California (M),15.0,Nik Mirkovic,Missed Shot,,,,California (M) USC (M)
--:--,USC (M),1.0,Bernardo Herzer,Block,,,,California (M) USC (M)
--:--,USC (M),24.0,Massimo Di Martire,Missed Shot,,,,California (M) USC (M)
--:--,California (M),10.0,Max Casabella,Assist,,,,California (M) USC (M)
5:31,California (M),2.0,Roberto Valera,Goal - Natural,10-4,,,California (M) USC (M)
--:--,USC (M),8.0,Reed Stemler,Missed Shot,,,,California (M) USC (M)
--:--,California (M),1.0,Adrian Weinberg,Block,,,,California (M) USC (M)
4:47,USC (M),28.0,Zach Bettino,Exclusion,,,,California (M) USC (M)
4:47,California (M),4.0,Nikolaos Papanikolaou,Earned Exclusion,,,,California (M) USC (M)
4:43,California (M),,,Time Out - Full,,,,California (M) USC (M)
--:--,California (M),7.0,Albert Ponferrada,Missed Shot,,,,California (M) USC (M)
--:--,USC (M),24.0,Massimo Di Martire,Block,,,,California (M) USC (M)
--:--,USC (M),24.0,Massimo Di Martire,Missed Shot,,,,California (M) USC (M)
--:--,California (M),1.0,Adrian Weinberg,Block,,,,California (M) USC (M)
--:--,USC (M),9.0,Joshua Waldoch,Missed Shot,,,,California (M) USC (M)
3:12,California (M),9.0,Jake Howerton,Exclusion,,,,California (M) USC (M)
